Course Title,Qualification Level,Provider Name,Site Name,Council
Retail Operations,Certificate III,Westvic Staffing Solutions,Colac,Colac Otway
Retail Operations,Certificate III,Silk Education and Training,Cranbourne,Casey
Retail Operations,Certificate III,Merinda Park Learning and Community Centre,Cranbourne North,Casey
Retail Operations,Certificate III,Link Employment and Training,Dandenong,Greater Dandenong
Retail Operations,Certificate III,"Franklyn Scholar, Kaplan Professional Training (SA)",Docklands,Melbourne
Retail Operations,Certificate III,Campaspe College of Adult Education,Echuca,Campaspe
Retail Operations,Certificate III,Integrity Business College Australasia Pty Ltd,Essendon,Moonee Valley
Retail Operations,Certificate III,KnowledgeSpace,Fitzroy,Yarra
Retail Operations,Certificate III,St Laurence Community Services,Geelong,Greater Geelong
Retail Operations,Certificate III,Westvic Staffing Solutions,Hamilton,Southern Grampians
Retail Operations,Certificate III,E-Focus,Heidelberg,Banyule
Retail Operations,Certificate III,St Laurence Community Services,Horsham,Horsham Rural
Retail Operations,Certificate III,Workco,Horsham,Horsham Rural
Retail Operations,Certificate III,Kyabram Community & Learning Centre,Kyabram,Campaspe
Retail Operations,Certificate III,Vostro Institute of Training Australia,Maidstone,Brimbank
Retail Operations,Certificate III,Goldfields Employment and Learning Centre,Maryborough,Central Goldfields
Retail Operations,Certificate III,Performis,Melbourne,Boroondara
Retail Operations,Certificate III,Newskills,Melbourne,Melbourne
Retail Operations,Certificate III,Australian Vocational Learning Institute - AVLI,Melbourne,Melbourne
Retail Operations,Certificate III,"First Impressions Resources, The Australian Retail College",Melbourne,Melbourne
Retail Operations,Certificate III,ARA Retail Institute,Melbourne,Melbourne
Retail Operations,Certificate III,Australian Industry Group,Melbourne,Melbourne
Retail Operations,Certificate III,Careers Australia Institute of Training,Melbourne,Melbourne
Retail Operations,Certificate III,Flexible Training Solutions,Melbourne,Melbourne
Retail Operations,Certificate III,"MEGT Institute, Workforce Planning Australia",Melbourne,Melbourne
Retail Operations,Certificate III,MADEC Community College,Mildura,Mildura Rural
Retail Operations,Certificate III,Target Training,Mount Martha,Mornington Peninsula
Retail Operations,Certificate III,St Laurence Community Services,Norlane,Greater Geelong
Retail Operations,Certificate III,Silk Education and Training,North Melbourne,Melbourne
Retail Operations,Certificate III,Westvic Staffing Solutions,Portland,Glenelg
Retail Operations,Certificate III,"Professional Diving Services, Smarter Safer Solutions",Portland,Glenelg
Retail Operations,Certificate III,"ABEX Institute, ABEX Training Group, ABEX Institute of Training",Prahran,Stonnington
Retail Operations,Certificate III,The Management Edge,Ringwood,Maroondah
Retail Operations,Certificate III,"MEGT Institute, Workforce Planning Australia",Ringwood,Maroondah
Retail Operations,Certificate III,Inner Eastern Group Training,Ringwood,Maroondah
Retail Operations,Certificate III,Apex Human Resources,Rowville,Knox
Retail Operations,Certificate III,Access Training & Logistics,South Melbourne,Port Phillip
Retail Operations,Certificate III,gOworkskills.com,South Melbourne,Port Phillip
Retail Operations,Certificate III,CLB Training and Development,South Melbourne,Port Phillip
Retail Operations,Certificate III,Real Institute,Southbank,Melbourne
Retail Operations,Certificate III,"SELMAR Institute of Education, Selmar Early Childhood Education Institute, Selmar Aged Care Educatio",St Kilda,Port Phillip
Retail Operations,Certificate III,St Laurence Community Services,Stawell,Northern Grampians
Retail Operations,Certificate III,Murray Mallee Training Company ,Swan Hill,Swan Hill Rural
Retail Operations,Certificate III,St Laurence Community Services,Warrnambool,Moyne
Retail Operations,Certificate III,Westvic Staffing Solutions,Warrnambool,Moyne
Retail Operations,Certificate III,The Malka Group - TMG Training and Consulting,Werribee,Wyndham
Retail Operations,Certificate III,Apprentices-Trainees-Employment,Wodonga,Wodonga
Retail Operations,Certificate III,Wodonga Institute of TAFE,Wodonga,Wodonga
Retail Operations,Certificate III,"MP Personnel & Training, MP Personnel Consulting, MP Personnel and Training",Wodonga,Wodonga
Landscape Design,Certificate IV,"Northern Melbourne Institute of TAFE, NMIT, Melbourne Polytechnic",Fairfield,Darebin
Landscape Design,Certificate IV,Wodonga Institute of TAFE,Wodonga,Wodonga
Western Herbal Medicine,Advanced Diploma,Australian College of Vibrational Healing,Mitcham,Whitehorse
Western Herbal Medicine,Advanced Diploma,Holmesglen Institute,Waverley,Monash
Active Volunteering,Certificate II,"AGB Human Resources, AGB Training, Colonial College",South Geelong,Greater Geelong
Active Volunteering,Certificate I,Australian Institute of Flexible Learning,Corryong,Towong
Active Volunteering,Certificate I,Melbourne Citymission,Melbourne,Port Phillip
Printing and Graphic Arts (Print Finishing),Certificate III,CLB Training and Development,South Melbourne,Port Phillip
Life Insurance,Certificate IV,Australian and New Zealand Institute of Insurance and Finance,Melbourne,Melbourne
Wine Technology,Diploma,GOTAFE / Goulburn Ovens Institute of TAFE,"Rural Industries, Wangaratta",Wangaratta Rural
Printing and Graphic Arts (Printing),Certificate III,CLB Training and Development,South Melbourne,Port Phillip
Timber Truss and Frame Design,Certificate IV,Timber Training Creswick,Creswick,Ballarat
Business Equipment,Certificate III,"Sunraysia Institute of TAFE, SuniTAFE",Mildura,Mildura Rural
Engineering Technology - Electrical,Advanced Diploma,RMIT University,City,Melbourne
Engineering Technology - Electrical,Advanced Diploma,Chisholm Institute,Dandenong,Greater Dandenong
Engineering Technology - Electrical,Advanced Diploma,Chisholm Institute,Frankston,Frankston
Engineering Technology - Electrical,Advanced Diploma,Victoria University - VU,Sunshine,Brimbank
Engineering Technology - Electrical,Advanced Diploma,Swinburne University of Technology,TAFE Hawthorn,Boroondara
Employment Services,Certificate IV,Federation Training,Bairnsdale,East Gippsland
Employment Services,Certificate IV,WISE Employment,Broadmeadows,Hume
Employment Services,Certificate IV,The Salvation Army Training Plus,Burwood East,Whitehorse
Employment Services,Certificate IV,Westvic Staffing Solutions,Camperdown,Corangamite
Employment Services,Certificate IV,Westvic Staffing Solutions,Colac,Colac Otway
Employment Services,Certificate IV,WISE Employment,Cranbourne,Casey
Employment Services,Certificate IV,WISE Employment,Dandenong,Greater Dandenong
Employment Services,Certificate IV,Management Institute of Australia No.2,Drysdale,Greater Geelong
Employment Services,Certificate IV,WISE Employment,Frankston,Frankston
Employment Services,Certificate IV,Federation Training,Fulham,Wellington
Employment Services,Certificate IV,Karingal,Geelong West,Greater Geelong
Employment Services,Certificate IV,Westvic Staffing Solutions,Hamilton,Southern Grampians
Employment Services,Certificate IV,Futurum Australia,Melbourne,Port Phillip
Employment Services,Certificate IV,WISE Employment,Newport,Hobsons Bay
Employment Services,Certificate IV,Karingal,North Geelong,Greater Geelong
Employment Services,Certificate IV,WISE Employment,Pakenham,Cardinia
Employment Services,Certificate IV,Westvic Staffing Solutions,Portland,Glenelg
Employment Services,Certificate IV,WISE Employment,Prahran,Stonnington
Employment Services,Certificate IV,WISE Employment,Richmond,Yarra
Employment Services,Certificate IV,WISE Employment,St Albans,Brimbank
Employment Services,Certificate IV,Karingal,Sunshine,Brimbank
Employment Services,Certificate IV,Karingal,Warrnambool,Moyne
Employment Services,Certificate IV,Westvic Staffing Solutions,Warrnambool,Moyne
Employment Services,Certificate IV,WISE Employment,Werribee,Wyndham
Employment Services,Certificate IV,Wodonga Institute of TAFE,Wodonga,Wodonga
Harvesting and Haulage,Certificate III,Federation Training,Bairnsdale,East Gippsland
Harvesting and Haulage,Certificate III,Timber Training Creswick,Creswick,Ballarat
Harvesting and Haulage,Certificate III,Latrobe Valley Training and Assessment Centre,Traralgon,Wellington
Cleaning Operations,Certificate II,"Ashley Institute of Training, ASG Integracom",Altona North,Hobsons Bay
Cleaning Operations,Certificate II,"ICP Hair Academy, Tracy the Placement People, ICP Educational Institute",Ballarat,Ballarat
Cleaning Operations,Certificate II,"ICP Hair Academy, Tracy the Placement People, ICP Educational Institute",Bendigo,Greater Bendigo
Cleaning Operations,Certificate II,Complex Training Academy,Bendigo,Greater Bendigo
Cleaning Operations,Certificate II,TexSkill,Brunswick,Merri-bek
Cleaning Operations,Certificate II,"ICP Hair Academy, Tracy the Placement People, ICP Educational Institute",Castlemaine,Mount Alexander
Cleaning Operations,Certificate II,BSI Learning,Chelsea Heights,Kingston
Cleaning Operations,Certificate II,"Security Training College, Hairdressing Training College",Coburg,Darebin
Cleaning Operations,Certificate II,STEPS,Corio,Greater Geelong
Cleaning Operations,Certificate II,Complex Training Academy,Dandenong,Greater Dandenong
Cleaning Operations,Certificate II,"Gordon Institute of TAFE, The Gordon",East Geelong,Greater Geelong
Cleaning Operations,Certificate II,Complex Training Academy,Geelong,Greater Geelong
Cleaning Operations,Certificate II,"ICP Hair Academy, Tracy the Placement People, ICP Educational Institute",Geelong,Greater Geelong
Cleaning Operations,Certificate II,"ICP Hair Academy, Tracy the Placement People, ICP Educational Institute",Gisborne,Macedon Ranges
Cleaning Operations,Certificate II,STEPS,Glenroy,Merri-bek
Cleaning Operations,Certificate II,"ICP Hair Academy, Tracy the Placement People, ICP Educational Institute",Maryborough,Central Goldfields
Cleaning Operations,Certificate II,Futurum Australia,Melbourne,Port Phillip
Cleaning Operations,Certificate II,Complex Training Academy,Melbourne,Melbourne
Cleaning Operations,Certificate II,"ICP Hair Academy, Tracy the Placement People, ICP Educational Institute",Melton,Melton
Cleaning Operations,Certificate II,Complex Training Academy,Mildura,Mildura Rural
Cleaning Operations,Certificate II,MADEC Community College,Mildura,Mildura Rural
Cleaning Operations,Certificate II,"ICP Hair Academy, Tracy the Placement People, ICP Educational Institute",Newport,Hobsons Bay
Cleaning Operations,Certificate II,Preston Reservoir Adult Community Education,Reservoir - Sturdee Street,Darebin
Cleaning Operations,Certificate II,Real Institute,Southbank,Melbourne
Cleaning Operations,Certificate II,"ICP Hair Academy, Tracy the Placement People, ICP Educational Institute",Sunshine,Brimbank
Cleaning Operations,Certificate II,MADEC Community College,Swan Hill,Swan Hill Rural
Cleaning Operations,Certificate II,"ICP Hair Academy, Tracy the Placement People, ICP Educational Institute",Watergardens,Brimbank
Cleaning Operations,Certificate II,"ICP Hair Academy, Tracy the Placement People, ICP Educational Institute",Werribee,Wyndham
Cleaning Operations,Certificate II,Complex Training Academy,Wodonga,Wodonga
Cleaning Operations,Certificate II,Apprentices-Trainees-Employment,Wodonga,Wodonga
Children's Services (Outside school hours care),Certificate IV,JobCo Employment Services Inc.,Brunswick,Merri-bek
Children's Services (Outside school hours care),Certificate IV,True Blue Mates,Cranbourne,Casey
Children's Services (Outside school hours care),Certificate IV,JobCo Employment Services Inc.,Dandenong,Greater Dandenong
Children's Services (Outside school hours care),Certificate IV,JobCo Employment Services Inc.,Fitzroy,Yarra
Children's Services (Outside school hours care),Certificate IV,JobCo Employment Services Inc.,Moonee Ponds,Moonee Valley
Children's Services (Outside school hours care),Certificate IV,True Blue Mates,Morwell,Latrobe
Children's Services (Outside school hours care),Certificate IV,Upper Yarra Community House,Mount Evelyn,Yarra Ranges
Career Development,Certificate IV,Karingal,Geelong West,Greater Geelong
Career Development,Certificate IV,Karingal,North Geelong,Greater Geelong
Career Development,Certificate IV,Karingal,Sunshine,Brimbank
Career Development,Certificate IV,Karingal,Warrnambool,Moyne
Kinesiology,Certificate IV,The Health Arts College,Box Hill,Whitehorse
Kinesiology,Certificate IV,College of Neuro-Training,Lilydale,Yarra Ranges
Kinesiology,Certificate IV,Kinesiology Schools Australia,Melbourne,Boroondara
Kinesiology,Certificate IV,Australian College of Vibrational Healing,Mitcham,Whitehorse
Kinesiology,Certificate IV,College of Neuro-Training,Mount Eliza,Mornington Peninsula
Kinesiology,Certificate IV,Kinesiology Schools Australia,South East Melbourne,Casey
Kinesiology,Certificate IV,College of Neuro-Training,Warragul,Baw Baw
Tertiary Preparation,Certificate IV,RMIT University,City,Melbourne
Tertiary Preparation,Certificate IV,Wodonga Institute of TAFE,Wodonga,Wodonga
Surface Extraction Operations,Certificate III,LE Industry Services,Moe,Baw Baw
ESI - Power Systems - Distribution Cable Jointing,Certificate III,Federation Training,Chadstone,Monash
ESI - Power Systems - Distribution Cable Jointing,Certificate III,Optec,Morwell,Latrobe
Hospital-Health Services Pharmacy Support,Certificate III,Box Hill Institute of TAFE,Box Hill,Whitehorse
Timber Truss and Frame Manufacture,Diploma,Timber Training Creswick,Creswick,Ballarat
Paramedical Science (Ambulance),Diploma,Victoria University - VU,St Albans,Brimbank
Paramedical Science (Ambulance),Diploma,Cynergex Group,Wheelers Hill,Monash
Paramedical Science (Ambulance),Diploma,Wodonga Institute of TAFE,Wodonga,Wodonga
Aged Care,Certificate III,Continuing Education and Arts Centre of Alexandra,Alexandra,Murrindindi
Aged Care,Certificate III,"Security Training College, Hairdressing Training College",Altona North,Hobsons Bay
Aged Care,Certificate III,"Ashley Institute of Training, ASG Integracom",Altona North,Hobsons Bay
Aged Care,Certificate III,BRACE Education Training and Employment,Ararat,Ararat Rural
